Client ID,Name,Age,Sex,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Investment Advisor,Fee Structure,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting
PKR84401,Steve Dean,45,Male,17062,3/23/2004,Jonathan Hawkins,Australian,Librarian,Victor Dean,High,Gold,Retail,"82,847.03","10,579.84",3,"5,702.53","878,032.06","1,193,658.09","716,194.85","226,244.12","14,165.63","1,420,808.90",1,2
PKR49213,Ryan Sanchez,20,Female,35489,7/21/1996,Joshua Little,Asian,Staff Accountant II,Ernest Knight,High,Jade,Institutional,"201,867.47","11,760.00",2,"1,309.11","1,286,811.44","465,096.93","313,845.89","52,068.17","37,946.98","1,169,189.59",0,2
PKR97338,Barbara Duncan,37,Male,18640,8/26/2007,Phillip Peters,Asian,Speech Pathologist,Fred Bryant,High,Gold,Retail,"27,107.94","20,852.16",1,567.38,"132,835.35","173,962.47","100,715.11","101,356.03","24,574.68","196,701.15",0,1
PKR76090,Martin Morrison,57,Male,16232,9/27/1994,Joshua Little,Asian,Speech Pathologist,Eric Shaw,High,Jade,Retail,"117,682.74","34,088.67",1,395.48,"594,429.73","2,311,699.75","1,208,049.55","297,538.13","61,770.46","1,528,636.54",2,2
PKR92942,Evelyn Murray,44,Male,38658,6/11/2018,Jerry Green,European,Dental Hygienist,Victor Rogers,High,Jade,Retail,"145,534.93","18,154.20",2,"3,260.57","1,153,058.20","2,031,820.31","654,884.23","1,218,924.27",683.47,"570,962.89",2,3
PKR90141,Helen Evans,72,Male,9804,1/15/2018,Mark Montgomery,European,Financial Advisor,Joe Carroll,Mid,Platinum,Retail,"17,723.13","3,331.50",1,81.32,"375,034.47","144,824.70","67,675.09","79,179.86","16,634.22","302,632.65",0,1
PKR59125,Diana Daniels,28,Female,32599,7/26/2003,Keith Griffin,American,Accountant I,Ryan Taylor,High,Platinum,Retail,"327,602.70","51,064.26",1,"2,176.04","501,402.10","644,225.20","583,284.98","258,560.66","48,517.12","460,534.03",1,3
PKR46331,Annie Knight,73,Male,1007,9/2/1996,Jerry Green,European,Graphic Designer,Ernest Knight,High,Gold,Institutional,"194,912.82","14,289.28",2,"3,876.36","322,239.51","397,157.76","268,255.68","63,301.37","8,151.82","1,705,763.21",2,2
PKR25095,Stephen Jordan,43,Male,15224,10/15/1995,Gregory Simmons,Asian,Media Manager II,Steve Sanchez,Low,Gold,Private Bank,"59,131.74","9,959.66",1,"1,710.54","820,453.73","1,166,648.17","228,066.56","389,467.51","31,424.52","1,377,643.79",3,3
PKR87283,Rachel Snyder,22,Female,38059,10/9/2006,James Castillo,Asian,Database Administrator I,Peter Castillo,High,Silver,Retail,"69,983.46","45,892.74",1,"5,292.97","318,410.85","891,613.21","517,135.66","426,904.40","50,264.61","751,781.69",3,2
PKR96588,Daniel Johnson,84,Male,41448,8/10/2008,Douglas Tucker,American,Office Assistant III,Jeremy Porter,High,Gold,Institutional,"210,247.91","13,843.76",1,970.84,"1,466,637.93","2,350,808.68","407,473.51","1,426,470.71","75,744.50","1,547,360.55",2,2
PKR44048,Donna Reid,70,Female,8057,9/5/1992,Jonathan Hawkins,American,VP Accounting,Gregory Boyd,Mid,Jade,Retail,"242,469.24","26,585.24",1,"5,095.50","783,262.95","41,509.99","40,997.52","7,892.02","20,251.93","533,964.70",0,3
PKR73301,Jesse Gray,55,Female,34234,7/8/2008,Carl Nguyen,Australian,Human Resources Assistant IV,Eric Shaw,High,Silver,Retail,"153,473.23","14,605.89",1,"5,800.37","123,383.77","459,218.95","103,694.60","271,976.13",772.16,"368,074.51",0,2
PKR15363,Juan Riley,56,Male,1496,6/26/2000,Nicholas Cunningham,Asian,Programmer III,Ryan Taylor,High,Gold,Commercial,"146,380.61","15,563.67",1,"5,958.39","338,237.20","665,273.41","175,308.53","142,584.27","65,572.50","1,196,080.23",2,2
PKR28655,Donna Robertson,62,Female,13837,4/3/1993,Paul Holmes,Asian,Occupational Therapist,Jack Phillips,High,Jade,Institutional,"189,942.07","14,572.90",3,690.75,"363,101.74","97,468.62","98,671.94","13,862.20","36,494.23","1,207,066.04",3,2
PKR71338,Robin Hawkins,47,Male,36561,7/21/2011,Dennis Ruiz,American,Information Systems Manager,Sean Vasquez,Mid,Jade,Private Bank,"50,793.90","26,256.45",2,"1,853.87","247,586.63","257,863.78","157,583.42","130,221.21","26,028.49","126,120.75",0,1
PKR18100,Timothy Harrison,57,Male,35813,12/21/2012,Paul Holmes,Asian,Database Administrator III,Jeremy Porter,Mid,Jade,Commercial,"388,875.54","6,121.57",1,"1,164.89","504,681.83","152,384.27","173,299.76","67,766.18","42,886.55","175,106.32",1,4
PKR35375,Sharon Johnston,62,Male,6553,1/16/2002,Jonathan Hawkins,American,Web Designer II,Ernest Knight,High,Gold,Private Bank,"231,903.49","7,407.72",1,317.83,"670,385.28","537,536.44","190,104.35","321,145.24","13,484.96","125,841.84",1,2
PKR77446,Timothy Myers,30,Female,23496,4/20/2005,Paul Holmes,American,Associate Professor,Victor Gutierrez,Mid,Silver,Institutional,"70,262.85","18,440.98",2,"4,643.48","172,240.45","474,980.57","209,110.94","94,996.11","3,304.48","166,402.69",2,1
PKR57619,Carl Bailey,68,Male,30677,2/4/2014,Shawn Long,Asian,Recruiter,Gregory Boyd,High,Gold,Retail,"173,669.62","26,695.20",1,"6,116.89","936,230.84","524,300.80","207,372.70","163,667.93",874.59,"230,184.26",1,2
PKR32973,Annie Reyes,34,Male,38399,6/16/2005,Steve Diaz,European,Recruiter,Victor Dean,Mid,Platinum,Retail,"150,110.25","30,599.00",3,"2,879.07","948,876.15","365,701.59","208,514.07","75,225.46","10,319.28","385,864.35",0,2
PKR91469,Teresa Ryan,33,Male,11471,10/3/2003,Stephen Payne,Asian,Computer Systems Analyst II,Eric Shaw,High,Silver,Commercial,"49,991.15","1,875.06",1,107.72,"243,590.88","829,387.33","581,280.01","150,565.70","15,509.64","504,766.68",2,1
PKR66158,Tammy Kennedy,78,Male,24930,11/6/2014,Joshua Little,European,Health Coach II,Eric Shaw,Mid,Jade,Private Bank,"305,897.02","45,816.36",1,"4,924.51","715,867.89","97,927.53","88,010.82","34,510.16","32,039.68","1,358,921.53",3,2
PKR79633,Samuel Gilbert,54,Male,32020,11/20/2002,Jesse Evans,European,Geologist I,Eric Shaw,High,Jade,Institutional,"154,578.81","36,643.60",1,"1,538.87","420,382.39","634,688.83","425,121.76","187,532.59","34,511.84","741,431.88",3,2
PKR24344,David Jackson,49,Male,28281,8/10/1993,Shawn Cook,Asian,Safety Technician III,Eugene Cunningham,Low,Jade,Commercial,"207,038.15","15,002.90",3,"4,638.25","626,080.13","1,095,366.70","238,123.20","333,372.47","63,777.25","1,391,370.72",1,2
PKR54434,Brian Morgan,82,Male,27563,7/28/2018,Jeremy Vasquez,European,Database Administrator IV,Eugene Cunningham,High,Silver,Retail,"184,429.71","38,928.30",1,"1,373.99","1,098,051.01",0.00,0.00,0.00,"65,346.66","613,427.08",0,2
PKR38076,Dennis Oliver,83,Female,30285,2/6/2012,Nicholas Cunningham,European,Cost Accountant,Victor Dean,Mid,Silver,Retail,"257,268.63","32,310.64",1,"1,211.14","617,259.38","128,258.48","123,983.20","64,642.27","25,494.50","714,631.80",0,3
PKR78584,Bruce Lopez,84,Female,39386,3/16/2002,Bruce Porter,American,Database Administrator II,Nicholas Morrison,Mid,Jade,Retail,"125,954.56","40,762.26",1,371.71,"270,980.23","921,518.12","444,004.18","421,301.33","45,859.24","1,382,971.92",0,2
PKR42885,David Grant,46,Female,33468,12/18/2001,Ernest Rivera,American,Office Assistant I,Carl Anderson,High,Silver,Commercial,"295,097.53","68,695.54",1,"2,619.59","698,016.60","1,133,099.27","365,896.64","618,955.47","78,642.39","305,529.17",2,4
PKR61947,Peter Weaver,49,Female,27724,10/1/2008,Ernest Rivera,European,Media Manager III,Gregory Boyd,Mid,Jade,Institutional,"136,269.28","12,691.60",1,"1,487.82","393,333.96","106,097.87","144,512.61","35,341.57","8,706.96","48,762.69",1,1
PKR22902,Jennifer Fields,44,Female,36843,8/25/2002,Joe Price,American,Account Representative II,Jeremy Porter,High,Silver,Retail,"99,093.14","19,900.34",3,"3,501.42","825,497.62","73,608.21","41,220.60","19,108.69","18,445.77","167,447.74",0,2
PKR36415,Bruce Washington,80,Female,9429,6/14/2017,Anthony Berry,European,Account Representative IV,Peter Castillo,High,Silver,Retail,"484,083.74","31,756.02",2,"7,886.24","1,153,726.52","1,312,296.50","320,324.34","499,085.99","59,339.02","754,215.38",2,5
PKR17053,Thomas Evans,25,Male,34916,5/7/2002,Jason Duncan,Australian,Marketing Manager,Daniel Carroll,Mid,Silver,Commercial,"84,045.31","19,776.50",3,"1,544.03","120,289.31","34,566.96","22,057.01","5,757.87","18,889.76","204,607.20",1,1
PKR93602,Harry Burke,32,Female,39275,9/15/2012,Raymond Alexander,European,Internal Auditor,Ryan Taylor,High,Jade,Retail,"105,267.75","32,879.50",2,"3,408.60","96,089.65","473,972.24","374,188.61","149,675.44","8,513.43","1,153,379.33",3,2
PKR87324,Lawrence Myers,18,Female,8724,8/21/2009,Jesse Evans,American,Business Systems Development Analyst,Peter Castillo,Mid,Jade,Retail,"102,526.03","21,319.59",1,"4,925.55","219,431.07","1,531,869.09","746,040.14","283,495.25","40,830.11","216,820.87",1,1
PKR86489,Timothy Wheeler,67,Male,41661,6/7/2001,Victor Martinez,European,Programmer Analyst III,Victor Rogers,High,Jade,Retail,"124,351.92","24,996.80",2,"4,314.62","473,165.56","1,159,087.33","240,565.30","556,799.31","17,240.69","289,790.86",1,1
PKR33219,Cheryl Long,82,Female,18702,1/29/2015,James Castillo,Asian,VP Quality Control,Peter Castillo,Mid,Silver,Commercial,"109,519.65","7,229.99",2,"1,381.02","229,627.09","44,965.24","11,339.06","18,599.97","29,041.18","89,790.87",0,1
PKR92525,Christina Evans,32,Male,30792,5/6/2005,Joe Price,Australian,Administrative Assistant I,Nicholas Ward,Mid,Silver,Retail,"62,681.88","19,043.75",1,"2,323.06","453,629.39","235,700.92","129,743.63","102,929.94","16,167.70","354,073.42",2,1
PKR57611,Jane Montgomery,71,Male,42908,9/16/2000,Gregory Simmons,Asian,Media Manager IV,Ryan Taylor,High,Gold,Institutional,"51,317.50","11,454.25",1,"2,324.60","419,785.88","178,265.14","66,471.75","75,294.36","24,748.43","441,110.85",1,1
PKR33962,Rebecca Simmons,39,Male,10486,9/30/2018,Steve Diaz,European,Assistant Media Planner,Gregory Boyd,Low,Silver,Private Bank,"23,368.69","6,392.88",2,"1,024.10","244,356.23","58,857.68","67,835.97","21,707.51","5,802.20","168,890.03",0,1
PKR25477,Anthony Gardner,69,Female,39052,5/14/1998,Joshua Ryan,European,Health Coach IV,Joe Carroll,High,Jade,Retail,"137,063.35","17,385.55",1,"2,992.54","406,311.36","147,842.92","90,817.80","73,435.69","28,887.95","477,317.30",3,2
PKR21399,Kathy Larson,36,Male,26631,4/4/2011,Jason Duncan,European,Database Administrator II,Ryan Taylor,High,Silver,Commercial,"42,638.70","15,049.80",1,"1,793.83","161,088.83","80,407.61","32,758.66","37,910.70","8,061.53","195,265.57",2,1
PKR51180,Janet Weaver,44,Female,25668,2/22/2013,Shawn Long,European,Staff Scientist,Sean Vasquez,Mid,Jade,Institutional,"144,947.04","21,712.40",2,"1,105.52","361,603.01","129,506.13","62,262.56","155,033.78",391.87,"441,428.21",3,1
PKR34917,Ralph Barnes,44,Female,32102,2/4/2007,Adam Hernandez,Asian,VP Accounting,Nicholas Morrison,Low,Jade,Institutional,"89,651.54","34,484.40",1,"1,441.04","75,730.25","227,310.08","237,642.36","73,669.13","8,620.43","663,583.24",0,2
PKR99500,Juan Kelley,18,Female,31985,11/9/2017,Anthony Berry,Asian,Registered Nurse,Jeremy Porter,Mid,Jade,Retail,"125,518.16","14,427.00",2,"1,341.36","309,039.84","246,783.28","120,820.98","170,306.17","9,985.25","842,949.50",3,2
PKR27808,Shawn Fields,38,Male,15445,1/16/2006,Roy Rice,European,Systems Administrator II,Ryan Taylor,High,Silver,Institutional,"212,433.24","12,492.15",1,"5,253.34","1,302,281.95","1,339,990.63","304,543.32","575,586.88","68,816.64","1,344,634.39",1,2
PKR68013,Phyllis Reed,26,Female,37130,7/6/2012,Benjamin Kim,European,Web Developer III,Eric Shaw,Low,Silver,Commercial,"432,392.22","57,262.60",2,583.85,"1,484,948.05","1,553,625.54","797,807.71","589,817.84","27,489.31","2,376,662.16",2,4
PKR73002,Roy West,83,Male,31483,12/27/2009,Shawn Wallace,European,Accounting Assistant II,Victor Gutierrez,High,Gold,Commercial,"309,505.88","14,034.00",1,"8,138.58","138,266.10","1,685,740.70","309,878.81","948,229.14","20,744.76","1,508,293.38",1,3
PKR91167,Sara Daniels,34,Male,30124,1/7/2013,Mark Montgomery,European,Chemical Engineer,Gregory Boyd,Low,Silver,Institutional,"245,839.90","5,995.99",2,"3,888.98","45,681.04","133,610.01","96,496.12","178,097.20","23,080.23","453,420.75",3,3
PKR19266,Barbara Barnes,19,Male,43019,11/2/2015,Benjamin Kim,American,Quality Control Specialist,Nicholas Ward,Low,Silver,Commercial,"123,010.61","13,183.65",1,"1,710.85","406,604.23","451,472.92","256,626.71","120,234.37",404.84,"641,971.19",0,2
PKR41224,Cynthia Gibson,79,Male,29383,2/11/2004,Roger Alexander,European,Web Developer I,Lawrence Sanchez,Mid,Jade,Institutional,"332,853.44","11,742.18",2,"2,923.25","195,457.28","128,811.01","62,105.31","124,256.62","15,412.03","406,706.78",3,5
PKR70122,Eugene Johnson,24,Female,14117,5/23/2006,Gregory Simmons,Australian,Senior Editor,Nicholas Morrison,High,Jade,Retail,"225,155.26","15,855.07",2,"4,199.22","257,892.89","556,022.70","529,545.43","132,386.36","5,119.55","1,010,955.11",0,2
PKR21599,Diane Clark,70,Male,41404,9/13/2007,Ernest Rivera,Australian,Account Representative II,Victor Gutierrez,Low,Jade,Private Bank,"191,832.93","61,192.80",1,"3,854.45","1,131,108.23","991,058.22","444,267.48","233,753.04","29,654.82","209,853.40",0,4
PKR47190,Jose Anderson,75,Male,12368,12/25/2004,Todd Roberts,Asian,Research Assistant II,Victor Rogers,Low,Jade,Retail,"114,845.02","37,392.43",1,"3,797.90","328,327.14","215,160.77","92,499.02","86,868.65","55,163.63","1,542,433.19",0,2
PKR84384,Michael Martin,56,Female,35879,8/21/2014,Joe Price,European,Geologist III,Sean Vasquez,High,Silver,Institutional,"204,170.60","18,233.80",1,"4,209.73","902,243.04","244,609.52","86,456.81","139,343.08","38,402.73","773,583.49",1,2
PKR18979,Brian Stevens,17,Female,1628,2/10/1993,Gregory Simmons,European,Electrical Engineer,Nicholas Ward,Mid,Jade,Retail,"149,316.84","26,054.40",1,"1,924.06","232,953.77","184,556.23","57,942.07","86,162.01",720.34,"973,020.79",3,2
PKR49334,Russell Alvarez,59,Female,25347,7/2/1999,Jeremy Vasquez,European,VP Sales,Victor Gutierrez,High,Gold,Commercial,"114,353.96","8,347.60",2,"4,164.17","47,289.20","974,941.36","441,973.42","168,469.87","50,440.45","735,249.72",3,1
PKR13115,Frank Gilbert,83,Female,15103,7/14/2016,Raymond Alexander,African,Statistician III,Victor Gutierrez,Mid,Jade,Commercial,"127,319.91","21,277.30",1,"2,700.11","498,813.28","1,415,618.53","713,052.30","167,777.01","35,231.19","716,817.82",3,2
PKR61086,Larry Marshall,56,Male,1339,8/15/1998,Jason Duncan,Asian,Automation Specialist IV,Fred Bryant,High,Gold,Institutional,"268,515.98","56,615.26",1,"1,876.91","1,115,686.02","117,731.25","81,265.82","21,087.44","78,395.67","1,528,818.09",1,5
PKR50034,Matthew Owens,30,Female,21612,5/31/2019,Ernest Rivera,Asian,Administrative Assistant III,Nicholas Ward,High,Silver,Retail,"117,611.36","59,393.10",1,"2,597.41","672,728.62","897,649.48","407,181.21","424,949.11","38,196.19","1,310,004.48",2,3
PKR94544,Joe Henderson,67,Male,10301,9/4/1992,Jerry Green,American,Teacher,Jack Phillips,Low,Jade,Retail,"338,354.24","41,769.30",1,"3,435.55","702,584.28","1,354,185.49","837,320.80","237,654.39","6,855.60","2,041,772.58",3,3
PKR96395,Joshua Pierce,72,Male,23106,12/10/2018,Keith Griffin,Australian,Nuclear Power Engineer,Lawrence Sanchez,Low,Jade,Commercial,"433,576.04","24,844.02",1,"4,593.75","1,058,012.16",0.00,0.00,0.00,"57,862.07","1,484,760.10",0,5
PKR50912,Cynthia Porter,65,Female,12833,10/3/1997,Paul Larson,American,Teacher,Joe Carroll,Mid,Jade,Retail,"21,648.31","5,792.85",2,879.53,"271,617.04","130,679.29","196,018.94","30,989.66","13,377.72","372,718.74",2,1
PKR83055,Denise Gordon,22,Male,21573,10/7/2009,Joshua Bennett,European,Physical Therapy Assistant,Eugene Cunningham,High,Silver,Retail,"201,624.36","35,242.02",1,"2,743.77","215,325.36","114,548.56","50,579.89","108,984.78","27,108.91","1,162,702.65",0,2
PKR97304,Jonathan GoPKRales,50,Male,4666,7/5/2010,Jesse Evans,European,Social Worker,Steve Sanchez,High,Jade,Commercial,"191,665.95","18,891.32",1,"5,542.40","703,944.56","963,737.05","323,643.04","486,543.37","50,868.08","1,134,052.33",0,2
PKR66871,Martin Scott,61,Male,24732,7/25/2005,Joe Price,Asian,Engineer II,Jack Phillips,Low,Gold,Retail,"68,974.16","46,500.62",1,"6,257.07","488,280.26","492,769.95","174,853.85","138,770.38","78,995.16","1,671,574.93",2,2
PKR50172,Laura Dean,32,Female,21266,5/7/2006,Anthony Torres,European,Accountant II,Victor Rogers,High,Silver,Institutional,"158,182.07","8,128.00",1,"2,537.22","385,054.21","670,840.54","647,970.98","93,765.21","34,929.10","901,834.14",2,2
PKR25256,Jeremy Thomas,64,Female,10559,6/17/2003,Adam Hernandez,Asian,Clinical Specialist,Joe Carroll,Low,Gold,Commercial,"363,674.06","48,830.25",1,"2,388.75","547,854.38","1,958,573.44","423,051.86","697,722.20","32,338.13","1,639,786.88",1,3
PKR35349,Carlos Myers,37,Female,5702,3/16/2005,Anthony Torres,European,Systems Administrator III,Lawrence Sanchez,High,Jade,Institutional,"116,995.30","25,803.76",3,"5,173.26","835,236.67","467,665.09","92,167.57","171,943.73","37,405.29","184,692.58",0,1
PKR18663,Harold Wood,49,Male,41752,1/1/2019,Anthony Torres,American,VP Marketing,Jeremy Porter,Mid,Jade,Retail,"312,678.89","36,217.49",2,"2,410.00","232,904.13","318,996.72","343,071.94","142,344.76","8,041.33","324,524.37",2,2
PKR44333,David Lane,29,Female,7401,8/18/2007,Shawn Cook,European,Statistician I,Sean Vasquez,High,Platinum,Commercial,"179,214.85","7,625.84",1,"4,830.41","133,589.16","1,098,831.53","573,303.40","171,672.52","19,661.03","688,949.10",0,2
PKR78750,Julie Hawkins,67,Female,38144,5/1/2018,Carl Nguyen,European,Compensation Analyst,Fred Bryant,Low,Jade,Commercial,"92,257.22","3,185.82",1,"2,855.84","188,851.16","551,246.28","235,483.85","320,686.19","25,738.59","458,120.62",0,1
PKR51161,Chris Richards,61,Female,19182,4/8/1993,Jeremy Vasquez,European,Software Test Engineer III,Daniel Carroll,Mid,Gold,Private Bank,"371,154.58","27,938.35",2,"1,606.86","643,011.90","101,813.11","89,086.47","43,426.12","48,379.28","878,224.36",3,3
PKR76383,Diane Fuller,29,Male,27031,4/13/2018,Todd Roberts,European,Chief Design Engineer,Steve Sanchez,High,Silver,Retail,"90,996.10","53,228.44",1,"4,652.99","202,183.17","508,705.43","337,675.15","105,907.21","40,222.77","2,156,323.49",2,5
PKR14845,Russell Mason,84,Female,28620,11/21/2016,George Lewis,Asian,Administrative Assistant II,Victor Dean,Mid,Jade,Institutional,"88,363.59","2,396.82",1,"4,651.10","289,513.41","313,284.24","162,907.80","23,433.66","42,386.18","463,309.95",1,2
PKR20426,Lawrence Rice,74,Male,10796,5/23/2003,Ernest Rivera,European,Web Designer I,Ernest Knight,Low,Platinum,Commercial,"49,932.69","27,622.72",1,380.63,"639,697.94","656,176.23","136,348.31","162,254.49","45,820.47","1,040,900.38",1,1
PKR76186,Russell Gutierrez,34,Male,3148,5/21/2006,Stephen Payne,European,Systems Administrator III,Victor Rogers,High,Silver,Retail,"217,568.28","20,333.25",1,877.74,"754,059.63","346,491.26","99,403.23","193,836.30","69,407.65","1,110,975.18",2,2
PKR35748,Timothy Long,81,Female,33258,11/15/1998,Nicholas Simmons,European,Dental Hygienist,Steve Sanchez,High,Jade,Institutional,"64,664.68","10,189.44",1,968.60,"63,620.52","88,598.22","99,021.55","52,290.32","12,236.36","174,457.22",2,1
PKR55295,Gerald Richardson,29,Female,16301,10/13/1994,Joshua Little,Asian,Desktop Support Technician,Eric Shaw,Low,Platinum,Private Bank,"273,943.45","31,529.82",1,"1,735.80","709,346.36","1,901,203.15","494,621.96","914,432.35","57,452.88","2,461,660.77",3,3
PKR77847,Gary Hanson,18,Female,39503,11/22/2016,Jason Duncan,European,Engineer II,Ernest Knight,Low,Gold,Retail,"31,135.26","7,688.40",1,"3,017.70","259,726.36","613,385.93","273,484.17","124,239.95","17,087.41","704,282.06",0,1
PKR89099,Elizabeth Lane,54,Male,39353,6/30/1994,Steve Diaz,European,Account Representative III,Nicholas Morrison,Mid,Platinum,Retail,"254,494.36","28,591.68",1,"2,549.50","392,579.25","151,853.66","154,831.19","165,788.47","22,964.73","198,653.66",1,2
PKR75515,Jimmy Ray,73,Male,2201,3/7/2010,Nicholas Simmons,Asian,Budget/Accounting Analyst I,Jeremy Porter,Mid,Jade,Commercial,"301,258.44","12,422.76",1,"2,728.29","431,187.11","1,924,837.54","757,516.71","503,686.52","10,385.91","1,011,038.99",0,2
PKR72150,Peter Murphy,62,Female,17746,6/14/2013,Adam Hernandez,American,Marketing Manager,Jeremy Porter,High,Gold,Retail,"116,857.26","3,676.32",1,288.77,"289,385.84","119,417.93","115,300.07","91,498.84","19,688.07","242,944.54",2,2
PKR77948,Donald Jordan,54,Male,17602,4/13/2001,Joe Price,Asian,Developer I,Jeremy Porter,Mid,Jade,Private Bank,"168,841.70","9,931.54",1,"5,870.18","581,815.01","827,479.83","282,554.09","770,161.72","10,222.15","630,789.23",0,3
PKR46116,Annie Morrison,38,Male,38489,12/26/2008,Frank Brown,European,Developer III,Victor Gutierrez,Low,Jade,Commercial,"174,354.27","32,175.99",1,"6,250.49","1,083,317.80","701,987.99","277,100.52","267,555.95","50,204.33","1,048,697.68",3,2
PKR92008,Thomas Burns,63,Female,41863,11/27/2015,Steve Diaz,European,Biostatistician III,Juan Ramirez,Mid,Gold,Retail,"439,025.40","54,862.20",1,"6,432.64","1,677,910.01","2,905,686.93","1,400,582.91","820,908.82","81,009.76","3,062,598.12",1,4
PKR32087,Sara Day,75,Male,15243,7/4/2019,Samuel Fowler,European,Senior Developer,Victor Rogers,High,Silver,Retail,"99,734.47","20,219.16",1,"1,499.05","99,562.41","63,984.19","43,841.02","49,267.83","3,357.81","302,583.13",3,1
PKR16848,Aaron Stone,78,Male,33464,4/8/2002,Anthony Simpson,Australian,Paralegal,Sean Vasquez,High,Gold,Commercial,"198,219.34","31,234.98",1,585.38,"76,295.12","52,060.33","41,834.20","27,099.26","5,796.50","848,195.36",2,2
PKR95525,Frank Nelson,66,Female,20052,2/5/2010,Donald Reynolds,European,Software Consultant,Nicholas Morrison,Mid,Silver,Institutional,"284,185.89","34,633.17",1,"3,059.08","1,385,576.54","1,508,181.39","807,954.32","657,136.18","37,926.40","930,352.65",1,3
PKR17508,Roy Graham,39,Male,20570,3/20/2007,Chris Armstrong,African,Research Assistant II,Nicholas Morrison,High,Jade,Commercial,"41,393.51","8,353.92",1,484.86,"449,273.68","303,063.20","288,631.62","38,965.27","21,848.92","385,764.69",1,1
PKR56276,Lillian Moore,44,Male,16197,10/26/2013,George Lewis,Asian,Accountant IV,Nicholas Morrison,Low,Gold,Commercial,"110,634.59","53,911.08",1,"6,032.99","863,656.13","491,522.76","419,087.83","86,508.01","51,942.28","1,249,293.59",1,2
PKR39354,William Hart,85,Female,13377,2/4/2012,Carl Nguyen,American,Budget/Accounting Analyst III,Jack Phillips,High,Gold,Institutional,"246,173.17","28,755.55",1,"3,498.32","111,984.44","549,814.17","212,663.97","223,400.91",440.06,"696,573.12",2,5
PKR27001,Adam Carter,52,Female,12726,2/15/2009,Jason Duncan,European,Assistant Media Planner,Fred Bryant,High,Silver,Retail,"174,156.78","6,242.74",2,"4,121.76","1,064,873.47","1,500,152.07","767,253.35","234,298.56","46,303.85","1,242,500.61",3,2
PKR73045,Jennifer Mcdonald,81,Male,39295,6/2/2013,Joe Price,European,Help Desk Technician,Fred Bryant,Low,Jade,Retail,"113,018.14","35,999.60",1,"6,200.60","823,329.60","1,043,861.98","260,965.50","798,554.41","40,144.80","417,688.24",0,4
PKR99269,George Gilbert,79,Male,23986,7/4/2019,Patrick Graham,Asian,Dental Hygienist,Eugene Cunningham,High,Gold,Retail,"72,256.10","21,380.34",1,635.38,"509,627.05","532,457.60","344,531.39","352,361.65","35,000.37","353,693.91",2,2
PKR90516,Peter Marshall,71,Female,25808,12/23/2010,Dennis Ruiz,Asian,Chemical Engineer,Sean Vasquez,High,Jade,Private Bank,"374,660.44","62,933.94",3,567.01,"592,185.88","315,905.16","201,525.71","401,471.88","38,412.61","625,771.84",2,5
PKR54595,Harry Lawson,45,Female,8988,10/27/1998,Carl Nguyen,Asian,Statistician II,Eric Shaw,Mid,Jade,Commercial,"262,363.69","21,253.22",2,"1,165.08","129,564.52","1,133,682.34","441,539.44","646,556.94","37,874.81","1,164,877.50",3,2
PKR81069,Patricia Stewart,58,Male,4058,2/23/2010,Nicholas Cunningham,European,Computer Systems Analyst II,Victor Rogers,Low,Silver,Institutional,"34,741.08","32,926.04",1,"1,372.07","446,377.44","992,941.98","623,883.90","277,760.14","16,752.75","601,552.97",0,2
PKR87002,Todd Miller,22,Female,19672,1/17/2002,Donald Reynolds,American,Compensation Analyst,Kevin Kim,Low,Jade,Institutional,"149,332.86","16,450.96",1,"1,940.05","201,418.13","1,035,073.84","509,812.49","299,398.97","26,369.94","275,078.50",1,1
PKR26303,Annie Collins,85,Female,32705,5/5/2015,Victor Martinez,European,Librarian,Kevin Kim,Mid,Jade,Institutional,"159,587.32","16,346.17",1,"2,095.24","257,156.83","390,039.92","225,812.58","70,959.89","61,461.54","1,604,851.07",2,2
PKR47408,Clarence Cox,76,Female,17279,12/7/1999,Jerry Green,European,Senior Editor,Ryan Taylor,Low,Jade,Institutional,"222,608.88","12,398.02",3,"2,320.55","527,901.26","980,906.31","233,166.25","456,684.25","21,955.57","1,248,832.59",2,2
PKR24335,Thomas GoPKRalez,38,Male,33198,5/13/1998,Carl Nguyen,European,Actuary,Ryan Taylor,High,Gold,Retail,"217,266.49","55,805.05",1,"1,420.20","1,286,734.30","1,637,696.36","706,919.29","282,767.72","78,752.72","723,093.01",1,3
PKR76682,Nicole Hayes,18,Male,41279,12/5/2014,Todd Roberts,Australian,Account Coordinator,Sean Vasquez,Low,Gold,Retail,"357,820.76","13,509.99",1,"3,730.92","1,385,344.94","63,685.81","25,208.97","43,186.94","12,373.17","890,352.00",2,3
PKR95974,Joseph Grant,23,Male,41969,4/10/1996,Adam Hernandez,European,Engineer IV,Jack Phillips,Mid,Silver,Retail,"185,224.44","48,836.08",1,986.24,"2,266,543.62","2,937,041.97","766,184.86","1,661,769.83","98,676.04","1,273,737.97",2,4
